section_number,section_title,chunk_count,earliest_created_at,latest_created_at
NVIC 03-06 §9,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Procedures and Arrangements (P&A) Manual,2,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-07 §1,"Guidance for the implementation of the Transportation Worker Identification Credential (TWIC) Program in the Maritime Sector. — Enrollment (this includes 2. Security Threat Assessment (STA) 3. Notification of Results, Issuance, Appeals & Waivers",75,2026-04-07 03:29:19.451776+00,2026-04-07 03:29:19.451776+00
NVIC 03-07 §10,Guidance for the implementation of the Transportation Worker Identification Credential (TWIC) Program in the Maritime Sector. — FORMS AND REPORTS. None.,1,2026-04-07 03:29:19.451776+00,2026-04-07 03:29:19.451776+00
NVIC 03-07 §2,Guidance for the implementation of the Transportation Worker Identification Credential (TWIC) Program in the Maritime Sector. — ACTION.,2,2026-04-07 03:29:19.451776+00,2026-04-07 03:29:19.451776+00
NVIC 03-07 §3,Guidance for the implementation of the Transportation Worker Identification Credential (TWIC) Program in the Maritime Sector. — DIRECTIVES AFFECTED. This NVIC provides the guidance needed to implement the new TWIC,1,2026-04-07 03:29:19.451776+00,2026-04-07 03:29:19.451776+00
NVIC 03-07 §4,Guidance for the implementation of the Transportation Worker Identification Credential (TWIC) Program in the Maritime Sector. — BACKGROUND.,2,2026-04-07 03:29:19.451776+00,2026-04-07 03:29:19.451776+00
NVIC 03-07 §5,Guidance for the implementation of the Transportation Worker Identification Credential (TWIC) Program in the Maritime Sector. — DISCUSSION.,4,2026-04-07 03:29:19.451776+00,2026-04-07 03:29:19.451776+00
NVIC 03-07 §6,Guidance for the implementation of the Transportation Worker Identification Credential (TWIC) Program in the Maritime Sector. — IMPLEMENTATION.,2,2026-04-07 03:29:19.451776+00,2026-04-07 03:29:19.451776+00
NVIC 03-07 §7,Guidance for the implementation of the Transportation Worker Identification Credential (TWIC) Program in the Maritime Sector. — INFORMATION SECURITY. TWIC credentials and associated databases contain sensitive,1,2026-04-07 03:29:19.451776+00,2026-04-07 03:29:19.451776+00
NVIC 03-07 §8,"Guidance for the implementation of the Transportation Worker Identification Credential (TWIC) Program in the Maritime Sector. — DISCLAIMER. While the guidance contained in this document may assist the industry, the public,",1,2026-04-07 03:29:19.451776+00,2026-04-07 03:29:19.451776+00
NVIC 03-07 §9,Guidance for the implementation of the Transportation Worker Identification Credential (TWIC) Program in the Maritime Sector. — CHANGES. This NVIC will be posted on the web at www.uscg.mil/hq/g-m/nvic/index00.htm and,1,2026-04-07 03:29:19.451776+00,2026-04-07 03:29:19.451776+00
NVIC 03-67 §1,Alteration of Ship's Structure which may Affect the Adequacy of Installed Safety Devices — Purpose. The purpose of this instruction is to emphasize the importance of considering all possible,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-67 §2,"Alteration of Ship's Structure which may Affect the Adequacy of Installed Safety Devices — Background. In recent months, numerous seemingly minor vessel alterations have been considered",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-67 §3,Alteration of Ship's Structure which may Affect the Adequacy of Installed Safety Devices — Discussion.,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-67 §4,Alteration of Ship's Structure which may Affect the Adequacy of Installed Safety Devices — Action.,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-68 §1,"Tensile Fasteners — Purpose. The purpose of the attached notes is to provide information on the applications,",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-68 §2,"Tensile Fasteners — Discussion. Over the years, considerable experience has been gained in the use of tensile fasteners",6,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-69 §1,"Z Nomograph Method of Calculating Available GM — Enter the long tons of cargo and liquids carried in the various locations, compartments, and tanks",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-69 §2,"Z Nomograph Method of Calculating Available GM — Add the tons in each Zone and then enter the total for each Zone in Table I, in the right-hand",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-69 §3,"Z Nomograph Method of Calculating Available GM — In Table I, add the tons in the Zones to obtain the DEADWEIGHT and then enter this value in the",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-69 §4,Z Nomograph Method of Calculating Available GM — Nomographs shall be provided for each zone. (Different nomographs may be provided for,2,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-69 §5,"Z Nomograph Method of Calculating Available GM — On sheet 3, lay a transparent straight edge (celluloid triangle, etc.) across the Displacement in the",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-69 §6,"Z Nomograph Method of Calculating Available GM — Now that the Displacement is established, the Stability Factors in Table I can be completed. Sheets",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-69 §7,Z Nomograph Method of Calculating Available GM — Calculate the algebraic sum of the Stability Factors in Table I this is the NET STABILITY,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-69 §9,Z Nomograph Method of Calculating Available GM — Repeat steps 1 through 8 for the arrival condition.,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 03-73 §1,Intact Stability Criteria for Passenger and Cargo Ships Under 100 Meters in Length — Loading Conditions,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 03-73 §2,Intact Stability Criteria for Passenger and Cargo Ships Under 100 Meters in Length — Assumptions for Calculating Loading Conditions,2,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 03-73 §3,Intact Stability Criteria for Passenger and Cargo Ships Under 100 Meters in Length — Calculation of Stability Curves,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 03-73 §4,Intact Stability Criteria for Passenger and Cargo Ships Under 100 Meters in Length — Assessment of Compliance with Criteria,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 03-73 §5,Intact Stability Criteria for Passenger and Cargo Ships Under 100 Meters in Length — Recommended Criteria,2,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 03-73 §6,Intact Stability Criteria for Passenger and Cargo Ships Under 100 Meters in Length — Inclining Test,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 03-73 §7,Intact Stability Criteria for Passenger and Cargo Ships Under 100 Meters in Length — Stability Information,3,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 03-79 §1,Lifeboat Capacity on Foreign Flag Passenger Vessels — PURPOSE This Circular establishes procedures for ascertaining the seating capacity of lifeboats,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 03-79 §2,Lifeboat Capacity on Foreign Flag Passenger Vessels — BACKGROUND. Vessels of over 100 gross tons having berth or stateroom accommodations for,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 03-79 §3,Lifeboat Capacity on Foreign Flag Passenger Vessels — DISCUSSION.,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 03-79 §4,Lifeboat Capacity on Foreign Flag Passenger Vessels — ACTION,2,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 03-83 §1,Voluntary Qualification for U.S. Merchant Marine Entry-Ratings — PURPOSE. The purpose of this Circular is to recommend adoption by the maritime industry of,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 03-83 §2,Voluntary Qualification for U.S. Merchant Marine Entry-Ratings — DIRECTIVES AFFECTED. These policy changes will be included in a future revision to Chapters,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 03-83 §3,"Voluntary Qualification for U.S. Merchant Marine Entry-Ratings — BACKGROUND. Pursuant to 46 U.S.C. 643 and 672, as implemented by the regulations in Part",1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 03-83 §4,Voluntary Qualification for U.S. Merchant Marine Entry-Ratings — DISCUSSION.,2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 03-83 §5,Voluntary Qualification for U.S. Merchant Marine Entry-Ratings — ACTION,2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 03-85 §1,Bulk Liquid Cargo Finding Aid — PURPOSE. This Circular provides a reference source for identifying which regulations apply to,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 03-85 §2,"Bulk Liquid Cargo Finding Aid — DIRECTIVES AFFECTED. Navigation and Vessel Inspection Circular (NVIC) 4-81, and CH-l to",1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 03-85 §3,"Bulk Liquid Cargo Finding Aid — SCOPE. This Circular is to be used strictly as a finding aid, and should not be used in any way as",1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 03-85 §4,Bulk Liquid Cargo Finding Aid — DISCUSSION.,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 03-85 §5,Bulk Liquid Cargo Finding Aid — SOURCES. The sources of the regulations and information are:,2,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 03-85 §6,"Bulk Liquid Cargo Finding Aid — Comments Desired. Comments, additional information, corrections or suggestions for improving",2,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 03-89 §1,Guidelines for the Presentation of Stability Information for Operating Personnel — ROUTE: Operation on Exposed Waters/Protected Waters/Partially Protected Waters not more,2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 03-89 §10,Guidelines for the Presentation of Stability Information for Operating Personnel — BILGES: The vessel's bilges and voids shall be kept pumped to minimum content at all times,14,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 03-89 §11,Guidelines for the Presentation of Stability Information for Operating Personnel — FREEING PORTS: Deck freeing ports shall be maintained operable and completely unobstructed,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 03-89 §12,Guidelines for the Presentation of Stability Information for Operating Personnel — LIST: You should make every effort to determine the cause of any list of the vessel before taking,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 03-89 §2,Guidelines for the Presentation of Stability Information for Operating Personnel — PERSONNEL: A maximum of - persons may be carried (on this ________ deck vessel) of which,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 03-89 §3,Guidelines for the Presentation of Stability Information for Operating Personnel — FREEBOARD AND DRAFT: A freeboard of at least ___ feet _____ inches from the main deck,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 03-89 §4,"Guidelines for the Presentation of Stability Information for Operating Personnel — SAILS: The sails which may be set shall be limited to the _______, _______, _______, _______,",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 03-89 §5,Guidelines for the Presentation of Stability Information for Operating Personnel — WATERTIGHT DOORS AND BULKHEADS:,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 03-89 §6,Guidelines for the Presentation of Stability Information for Operating Personnel — HULL OPENINGS: Any openings that could allow water to enter into the hull or deckhouse,2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 03-89 §7,Guidelines for the Presentation of Stability Information for Operating Personnel — TANKS: No more than one centerline or P/S pair of the following tanks may be partially filled at,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 03-89 §8,Guidelines for the Presentation of Stability Information for Operating Personnel — DECK CARGO: A maximum of ____ long tons having a maximum vertical center of gravity ___,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 03-89 §9,"Guidelines for the Presentation of Stability Information for Operating Personnel — WEIGHT CHANGES: No fixed ballast or other such weights shall be added, removed, altered",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 03-92 §1,Recommended Program for Protection of Merchant Mariners from Occupational Health Problems. — PURPOSE. The purpose of this Circular is to provide the marine industry with guidance for a,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 03-92 §2,Recommended Program for Protection of Merchant Mariners from Occupational Health Problems. — BACKGROUND.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 03-92 §3,Recommended Program for Protection of Merchant Mariners from Occupational Health Problems. — DISCUSSION.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 03-92 §4,Recommended Program for Protection of Merchant Mariners from Occupational Health Problems. — IMPLEMENTATION.,22,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 03-94 §1,"International Maritime Organization Code for the Safe Carriage of Irradiated Nuclear Fuel, Plutonium and High-Level Radioactive Wastes in Flasks on Board Ships — ADOPTS the Code for the Safe Carriage of Irradiated Nuclear Fuel, Plutonium and High-Level",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 03-94 §2,"International Maritime Organization Code for the Safe Carriage of Irradiated Nuclear Fuel, Plutonium and High-Level Radioactive Wastes in Flasks on Board Ships — URGES Governments to implement this Code at the earliest possible opportunity.",7,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 03-94 §3,"International Maritime Organization Code for the Safe Carriage of Irradiated Nuclear Fuel, Plutonium and High-Level Radioactive Wastes in Flasks on Board Ships — BACKGROUND.",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 03-94 §4,"International Maritime Organization Code for the Safe Carriage of Irradiated Nuclear Fuel, Plutonium and High-Level Radioactive Wastes in Flasks on Board Ships — DISCUSSION.",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 03-94 §5,"International Maritime Organization Code for the Safe Carriage of Irradiated Nuclear Fuel, Plutonium and High-Level Radioactive Wastes in Flasks on Board Ships — IMPLEMENTATION.",3,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 03-95 §1,Periodic Inspection and Testing of Fixed Halon Fire Fighting Equipment Aboard Merchant Vessels — EQUIVALENCY:,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 03-95 §2,Periodic Inspection and Testing of Fixed Halon Fire Fighting Equipment Aboard Merchant Vessels — OTHER REQUIREMENTS:,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 03-95 §3,Periodic Inspection and Testing of Fixed Halon Fire Fighting Equipment Aboard Merchant Vessels — ANNUAL INSPECTIONS:,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 03-95 §4,Periodic Inspection and Testing of Fixed Halon Fire Fighting Equipment Aboard Merchant Vessels — DISCUSSION.,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 03-95 §5,Periodic Inspection and Testing of Fixed Halon Fire Fighting Equipment Aboard Merchant Vessels — HOSES AND FLEXIBLE CONNECTIONS:,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 03-95 §6,Periodic Inspection and Testing of Fixed Halon Fire Fighting Equipment Aboard Merchant Vessels — CORROSION PROTECTION:,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 03-95 §7,Periodic Inspection and Testing of Fixed Halon Fire Fighting Equipment Aboard Merchant Vessels — TEMPERATURE VARIATIONS:,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 03-95 §8,Periodic Inspection and Testing of Fixed Halon Fire Fighting Equipment Aboard Merchant Vessels — RECORDS:,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 03-95 §9,Periodic Inspection and Testing of Fixed Halon Fire Fighting Equipment Aboard Merchant Vessels — ADDITIONAL INFORMATION:,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 03-97 §1,Stability Related Review Performed by the American Bureau of Shipping for U.S. Flag Vessels. — Drafting of all restrictions that must be included in vessels' Trim and Stability,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
